feature,spearman_with_next_loss,mean_profitable_next_year,mean_loss_next_year
log_char_count,0.12386140241286724,12.099747214368177,12.136089589734357
risk_freq,0.014900501141453174,0.0034205347381139,0.003437914792198492
negative_freq,0.09386633894001671,0.002727898084053846,0.002809607492908822
positive_freq,-0.043442749368059363,0.002023811184740476,0.0019746890222700495
uncertainty_freq,0.046809916468662296,0.0007713646948887896,0.0007850162613812122
vague_freq,0.015246658506935719,9.530920997948599e-05,9.621790851223258e-05
risk_tone,0.0696143441219669,0.12760926508086526,0.14943633026011383
